summary_scope,benchmark_group,metric_name,our_value,n_total,n_computable,n_not_computable,comparator_name,comparator_value,comparator_direction,beats_comparator,delta,unit,notes
benchmark,A_validity,parse_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,composition_match_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,pre_dft_validity_rate,0.0,1,1,0,,,,,,,
benchmark,A_validity,geometry_ok_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bond_reasonable_rate,0.0,1,1,0,,,,,,,
benchmark,A_validity,bad_contact_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,median_min_distance,1.15,1,1,0,,,,,,,
benchmark,A_validity,median_bad_contacts,2.0,1,1,0,,,,,,,
benchmark,A_validity,hard_fail_count,1.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,structure_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,anonymous_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,supercell_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,mean_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,median_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,best_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,mean_max_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,structure_rmse,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,structure_rmse_relaxed,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,match_rate_n1,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,match_rate_nk,0.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,chgnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,m3gnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mace_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,sevennet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_ensemble_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_consensus_stable_rate,0.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_disagreement_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_mean_energy,15.280773719151814,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_energy_std,11.41938601829536,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_max_force,403.8628540039063,1,1,0,,,,,,,
benchmark,C_mlip_stability,predicted_ehull_rate_0_00,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_05,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_10,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_metastable_rate_ehull_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,metastability_threshold,0.15,1,1,0,,,,,,eV/atom,
benchmark,D_relaxation,relax_success_rate,0.0,1,1,0,,,,,,,
benchmark,D_relaxation,median_energy_drop_per_atom,4.1022556622823085,1,1,0,,,,,,,
benchmark,D_relaxation,median_max_force_before,37.45259475708008,1,1,0,,,,,,,
benchmark,D_relaxation,median_max_force_after,0.7091529369354248,1,1,0,,,,,,,
benchmark,D_relaxation,force_threshold_success_rate_0_20,0.0,1,1,0,,,,,,,
benchmark,D_relaxation,force_threshold_success_rate_0_10,0.0,1,1,0,,,,,,,
benchmark,D_relaxation,rmse_improvement_rate,,1,0,1,,,,,,,
benchmark,D_relaxation,median_rmse_before,,1,0,1,,,,,,,
benchmark,D_relaxation,median_rmse_after,,1,0,1,,,,,,,
benchmark,D_relaxation,median_rmse_delta,,1,0,1,,,,,,,
benchmark,D_relaxation,rmse_improvement_after_relaxation,,1,0,1,,,,,,,
benchmark,D_relaxation,relaxed_rmse,,1,0,1,,,,,,,
benchmark,D_relaxation,structure_preservation_rate,0.0,1,1,0,,,,,,,
benchmark,D_relaxation,collapse_rate,0.0,1,1,0,,,,,,,
benchmark,E_novelty_sun,unique_rate,1.0,1,1,0,,,,,,,local uniqueness
benchmark,E_novelty_sun,duplicate_rate,0.0,1,1,0,,,,,,,
benchmark,E_novelty_sun,known_match_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,local_novelty_rate,,1,0,1,,,,,,,local novelty relative to supplied reference corpus
benchmark,E_novelty_sun,novel_by_structure_matcher_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,sun_rate,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,E_novelty_sun,sun_count,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,A_validity,parse_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,composition_match_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,pre_dft_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,geometry_ok_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bond_reasonable_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bad_contact_rate,0.0,1,1,0,,,,,,,
benchmark,A_validity,median_min_distance,,1,0,1,,,,,,,
benchmark,A_validity,median_bad_contacts,0.0,1,1,0,,,,,,,
benchmark,A_validity,hard_fail_count,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,structure_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,anonymous_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,supercell_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,mean_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,median_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,best_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,mean_max_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,structure_rmse,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,structure_rmse_relaxed,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,match_rate_n1,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,match_rate_nk,0.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,chgnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,m3gnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mace_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,sevennet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_ensemble_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_consensus_stable_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_disagreement_rate,0.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_mean_energy,-2.22109916806221,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_energy_std,0.4116078786102827,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_max_force,9.452454707297585e-08,1,1,0,,,,,,,
benchmark,C_mlip_stability,predicted_ehull_rate_0_00,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_05,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_10,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_metastable_rate_ehull_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,metastability_threshold,0.15,1,1,0,,,,,,eV/atom,
benchmark,D_relaxation,relax_success_rate,1.0,1,1,0,,,,,,,
benchmark,D_relaxation,median_energy_drop_per_atom,1.675302028656006,1,1,0,,,,,,,
benchmark,D_relaxation,median_max_force_before,2.356080457693621e-08,1,1,0,,,,,,,
benchmark,D_relaxation,median_max_force_after,7.79431869424702e-07,1,1,0,,,,,,,
benchmark,D_relaxation,force_threshold_success_rate_0_20,1.0,1,1,0,,,,,,,
benchmark,D_relaxation,force_threshold_success_rate_0_10,1.0,1,1,0,,,,,,,
benchmark,D_relaxation,rmse_improvement_rate,,1,0,1,,,,,,,
benchmark,D_relaxation,median_rmse_before,,1,0,1,,,,,,,
benchmark,D_relaxation,median_rmse_after,,1,0,1,,,,,,,
benchmark,D_relaxation,median_rmse_delta,,1,0,1,,,,,,,
benchmark,D_relaxation,rmse_improvement_after_relaxation,,1,0,1,,,,,,,
benchmark,D_relaxation,relaxed_rmse,,1,0,1,,,,,,,
benchmark,D_relaxation,structure_preservation_rate,0.0,1,1,0,,,,,,,
benchmark,D_relaxation,collapse_rate,0.0,1,1,0,,,,,,,
benchmark,E_novelty_sun,unique_rate,1.0,1,1,0,,,,,,,local uniqueness
benchmark,E_novelty_sun,duplicate_rate,0.0,1,1,0,,,,,,,
benchmark,E_novelty_sun,known_match_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,local_novelty_rate,,1,0,1,,,,,,,local novelty relative to supplied reference corpus
benchmark,E_novelty_sun,novel_by_structure_matcher_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,sun_rate,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,E_novelty_sun,sun_count,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,A_validity,parse_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,composition_match_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,pre_dft_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,geometry_ok_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bond_reasonable_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bad_contact_rate,0.0,1,1,0,,,,,,,
benchmark,A_validity,median_min_distance,,1,0,1,,,,,,,
benchmark,A_validity,median_bad_contacts,0.0,1,1,0,,,,,,,
benchmark,A_validity,hard_fail_count,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,structure_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,anonymous_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,supercell_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,mean_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,median_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,best_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,mean_max_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,structure_rmse,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,structure_rmse_relaxed,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,match_rate_n1,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,match_rate_nk,0.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,chgnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,m3gnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mace_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,sevennet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_ensemble_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_consensus_stable_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_disagreement_rate,0.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_mean_energy,-2.294715702533722,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_energy_std,0.4678555159060772,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_max_force,5.880300900446005e-07,1,1,0,,,,,,,
benchmark,C_mlip_stability,predicted_ehull_rate_0_00,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_05,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_10,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_metastable_rate_ehull_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,metastability_threshold,0.15,1,1,0,,,,,,eV/atom,
benchmark,D_relaxation,relax_success_rate,1.0,1,1,0,,,,,,,
benchmark,D_relaxation,median_energy_drop_per_atom,0.8458020687103271,1,1,0,,,,,,,
benchmark,D_relaxation,median_max_force_before,3.017255176799981e-07,1,1,0,,,,,,,
benchmark,D_relaxation,median_max_force_after,1.0323827311807142e-07,1,1,0,,,,,,,
benchmark,D_relaxation,force_threshold_success_rate_0_20,1.0,1,1,0,,,,,,,
benchmark,D_relaxation,force_threshold_success_rate_0_10,1.0,1,1,0,,,,,,,
benchmark,D_relaxation,rmse_improvement_rate,,1,0,1,,,,,,,
benchmark,D_relaxation,median_rmse_before,,1,0,1,,,,,,,
benchmark,D_relaxation,median_rmse_after,,1,0,1,,,,,,,
benchmark,D_relaxation,median_rmse_delta,,1,0,1,,,,,,,
benchmark,D_relaxation,rmse_improvement_after_relaxation,,1,0,1,,,,,,,
benchmark,D_relaxation,relaxed_rmse,,1,0,1,,,,,,,
benchmark,D_relaxation,structure_preservation_rate,0.0,1,1,0,,,,,,,
benchmark,D_relaxation,collapse_rate,0.0,1,1,0,,,,,,,
benchmark,E_novelty_sun,unique_rate,1.0,1,1,0,,,,,,,local uniqueness
benchmark,E_novelty_sun,duplicate_rate,0.0,1,1,0,,,,,,,
benchmark,E_novelty_sun,known_match_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,local_novelty_rate,,1,0,1,,,,,,,local novelty relative to supplied reference corpus
benchmark,E_novelty_sun,novel_by_structure_matcher_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,sun_rate,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,E_novelty_sun,sun_count,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,A_validity,parse_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,composition_match_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,pre_dft_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,geometry_ok_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bond_reasonable_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bad_contact_rate,0.0,1,1,0,,,,,,,
benchmark,A_validity,median_min_distance,2.816913204200655,1,1,0,,,,,,,
benchmark,A_validity,median_bad_contacts,0.0,1,1,0,,,,,,,
benchmark,A_validity,hard_fail_count,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,structure_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,anonymous_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,supercell_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,mean_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,median_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,best_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,mean_max_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,structure_rmse,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,structure_rmse_relaxed,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,match_rate_n1,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,match_rate_nk,0.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,chgnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,m3gnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mace_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,sevennet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_ensemble_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_consensus_stable_rate,0.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_disagreement_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_mean_energy,-2.5924935340881348,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_energy_std,0.5638257544400505,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_max_force,0.459614270070563,1,1,0,,,,,,,
benchmark,C_mlip_stability,predicted_ehull_rate_0_00,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_05,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_10,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_metastable_rate_ehull_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,metastability_threshold,0.15,1,1,0,,,,,,eV/atom,
benchmark,D_relaxation,relax_success_rate,1.0,1,1,0,,,,,,,
benchmark,D_relaxation,median_energy_drop_per_atom,0.1939325332641601,1,1,0,,,,,,,
benchmark,D_relaxation,median_max_force_before,0.3456647965734404,1,1,0,,,,,,,
benchmark,D_relaxation,median_max_force_after,0.0610382329966925,1,1,0,,,,,,,
benchmark,D_relaxation,force_threshold_success_rate_0_20,1.0,1,1,0,,,,,,,
benchmark,D_relaxation,force_threshold_success_rate_0_10,1.0,1,1,0,,,,,,,
benchmark,D_relaxation,rmse_improvement_rate,,1,0,1,,,,,,,
benchmark,D_relaxation,median_rmse_before,,1,0,1,,,,,,,
benchmark,D_relaxation,median_rmse_after,,1,0,1,,,,,,,
benchmark,D_relaxation,median_rmse_delta,,1,0,1,,,,,,,
benchmark,D_relaxation,rmse_improvement_after_relaxation,,1,0,1,,,,,,,
benchmark,D_relaxation,relaxed_rmse,,1,0,1,,,,,,,
benchmark,D_relaxation,structure_preservation_rate,0.0,1,1,0,,,,,,,
benchmark,D_relaxation,collapse_rate,0.0,1,1,0,,,,,,,
benchmark,E_novelty_sun,unique_rate,1.0,1,1,0,,,,,,,local uniqueness
benchmark,E_novelty_sun,duplicate_rate,0.0,1,1,0,,,,,,,
benchmark,E_novelty_sun,known_match_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,local_novelty_rate,,1,0,1,,,,,,,local novelty relative to supplied reference corpus
benchmark,E_novelty_sun,novel_by_structure_matcher_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,sun_rate,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,E_novelty_sun,sun_count,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,A_validity,parse_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,composition_match_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,pre_dft_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,geometry_ok_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bond_reasonable_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bad_contact_rate,0.0,1,1,0,,,,,,,
benchmark,A_validity,median_min_distance,,1,0,1,,,,,,,
benchmark,A_validity,median_bad_contacts,0.0,1,1,0,,,,,,,
benchmark,A_validity,hard_fail_count,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,structure_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,anonymous_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,supercell_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,mean_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,median_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,best_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,mean_max_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,structure_rmse,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,structure_rmse_relaxed,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,match_rate_n1,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,match_rate_nk,0.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,chgnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,m3gnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mace_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,sevennet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_ensemble_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_consensus_stable_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_disagreement_rate,0.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_mean_energy,-1.6421922147274015,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_energy_std,0.4048818709919283,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_max_force,0.816824913024914,1,1,0,,,,,,,
benchmark,C_mlip_stability,predicted_ehull_rate_0_00,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_05,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_10,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_metastable_rate_ehull_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,metastability_threshold,0.15,1,1,0,,,,,,eV/atom,
benchmark,D_relaxation,relax_success_rate,1.0,1,1,0,,,,,,,
benchmark,D_relaxation,median_energy_drop_per_atom,1.7497923374176023,1,1,0,,,,,,,
benchmark,D_relaxation,median_max_force_before,0.2878001332283029,1,1,0,,,,,,,
benchmark,D_relaxation,median_max_force_after,0.0453770719470355,1,1,0,,,,,,,
benchmark,D_relaxation,force_threshold_success_rate_0_20,1.0,1,1,0,,,,,,,
benchmark,D_relaxation,force_threshold_success_rate_0_10,1.0,1,1,0,,,,,,,
benchmark,D_relaxation,rmse_improvement_rate,,1,0,1,,,,,,,
benchmark,D_relaxation,median_rmse_before,,1,0,1,,,,,,,
benchmark,D_relaxation,median_rmse_after,,1,0,1,,,,,,,
benchmark,D_relaxation,median_rmse_delta,,1,0,1,,,,,,,
benchmark,D_relaxation,rmse_improvement_after_relaxation,,1,0,1,,,,,,,
benchmark,D_relaxation,relaxed_rmse,,1,0,1,,,,,,,
benchmark,D_relaxation,structure_preservation_rate,0.0,1,1,0,,,,,,,
benchmark,D_relaxation,collapse_rate,0.0,1,1,0,,,,,,,
benchmark,E_novelty_sun,unique_rate,1.0,1,1,0,,,,,,,local uniqueness
benchmark,E_novelty_sun,duplicate_rate,0.0,1,1,0,,,,,,,
benchmark,E_novelty_sun,known_match_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,local_novelty_rate,,1,0,1,,,,,,,local novelty relative to supplied reference corpus
benchmark,E_novelty_sun,novel_by_structure_matcher_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,sun_rate,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,E_novelty_sun,sun_count,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,A_validity,parse_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,composition_match_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,pre_dft_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,geometry_ok_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bond_reasonable_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bad_contact_rate,0.0,1,1,0,,,,,,,
benchmark,A_validity,median_min_distance,1.9918584287042087,1,1,0,,,,,,,
benchmark,A_validity,median_bad_contacts,0.0,1,1,0,,,,,,,
benchmark,A_validity,hard_fail_count,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,structure_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,anonymous_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,supercell_match_rate,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,mean_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,median_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,best_rms_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,mean_max_dist,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,structure_rmse,,1,0,1,,,,,,,
benchmark,B_structure_reproduction,structure_rmse_relaxed,0.00528088383185,1,1,0,,,,,,,
benchmark,B_structure_reproduction,match_rate_n1,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,match_rate_nk,0.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,chgnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,m3gnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mace_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,sevennet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_ensemble_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_consensus_stable_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_disagreement_rate,0.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_mean_energy,-1.7179823219776154,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_energy_std,0.3259846183498512,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_max_force,2.514633395327029,1,1,0,,,,,,,
benchmark,C_mlip_stability,predicted_ehull_rate_0_00,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_05,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_10,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_metastable_rate_ehull_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,metastability_threshold,0.15,1,1,0,,,,,,eV/atom,
benchmark,D_relaxation,relax_success_rate,1.0,1,1,0,,,,,,,
benchmark,D_relaxation,median_energy_drop_per_atom,0.7088873386383057,1,1,0,,,,,,,
